Id,Fecha,Producto,Categoria,Canal,Cantidad,PrecioUnitario,CostoUnitario
1169,2022-12-06,Silla Ergonómica,Mobiliario,Mayorista,2,250,150
1170,2022-12-06,Mouse Inalámbrico,Accesorios,Mayorista,3,50,20
1171,2022-12-06,Teclado Mecánico,Accesorios,Tienda Física,4,100,50
1172,2022-12-06,Monitor 27",Electrónica,Tienda Física,3,300,200
1173,2022-12-07,Silla Ergonómica,Mobiliario,Online,3,250,150
1174,2022-12-07,Teclado Mecánico,Accesorios,Online,4,100,50
1175,2022-12-07,Silla Ergonómica,Mobiliario,Mayorista,1,250,150
1176,2022-12-07,Teclado Mecánico,Accesorios,Mayorista,2,100,50
1177,2022-12-07,Silla Ergonómica,Mobiliario,Online,3,250,150
1178,2022-12-07,Mouse Inalámbrico,Accesorios,Mayorista,3,50,20
1179,2022-12-07,Teclado Mecánico,Accesorios,Online,3,100,50
1180,2022-12-07,Escritorio,Mobiliario,Mayorista,3,400,250
1181,2022-12-07,Silla Ergonómica,Mobiliario,Online,3,250,150
1182,2022-12-07,Mouse Inalámbrico,Accesorios,Online,3,50,20
1183,2022-12-08,Mouse Inalámbrico,Accesorios,Mayorista,2,50,20
1184,2022-12-08,Silla Ergonómica,Mobiliario,Tienda Física,1,250,150
1185,2022-12-08,Monitor 27",Electrónica,Online,1,300,200
1186,2022-12-08,Escritorio,Mobiliario,Online,2,400,250
1187,2022-12-08,Escritorio,Mobiliario,Online,3,400,250
1188,2022-12-08,Escritorio,Mobiliario,Online,1,400,250
1189,2022-12-09,Laptop Pro,Electrónica,Tienda Física,4,1200,900
1190,2022-12-09,Monitor 27",Electrónica,Online,4,300,200
1191,2022-12-10,Mouse Inalámbrico,Accesorios,Mayorista,4,50,20
1192,2022-12-10,Mouse Inalámbrico,Accesorios,Mayorista,2,50,20
1193,2022-12-10,Mouse Inalámbrico,Accesorios,Tienda Física,3,50,20
1194,2022-12-10,Teclado Mecánico,Accesorios,Mayorista,3,100,50
1195,2022-12-10,Laptop Pro,Electrónica,Mayorista,4,1200,900
1196,2022-12-10,Laptop Pro,Electrónica,Tienda Física,1,1200,900
1197,2022-12-11,Laptop Pro,Electrónica,Mayorista,4,1200,900
1198,2022-12-11,Mouse Inalámbrico,Accesorios,Tienda Física,1,50,20
1199,2022-12-11,Silla Ergonómica,Mobiliario,Online,2,250,150
1200,2022-12-11,Teclado Mecánico,Accesorios,Mayorista,3,100,50
1201,2022-12-11,Silla Ergonómica,Mobiliario,Mayorista,2,250,150
1202,2022-12-11,Teclado Mecánico,Accesorios,Mayorista,3,100,50
1203,2022-12-11,Teclado Mecánico,Accesorios,Tienda Física,2,100,50
1204,2022-12-11,Escritorio,Mobiliario,Tienda Física,4,400,250
1205,2022-12-11,Monitor 27",Electrónica,Online,2,300,200
1206,2022-12-11,Laptop Pro,Electrónica,Tienda Física,1,1200,900
1207,2022-12-12,Mouse Inalámbrico,Accesorios,Tienda Física,1,50,20
1208,2022-12-12,Monitor 27",Electrónica,Tienda Física,3,300,200
1209,2022-12-12,Monitor 27",Electrónica,Mayorista,3,300,200
1210,2022-12-12,Escritorio,Mobiliario,Mayorista,4,400,250
1211,2022-12-12,Mouse Inalámbrico,Accesorios,Mayorista,2,50,20
1212,2022-12-12,Silla Ergonómica,Mobiliario,Mayorista,2,250,150
1213,2022-12-13,Mouse Inalámbrico,Accesorios,Tienda Física,2,50,20
1214,2022-12-13,Escritorio,Mobiliario,Tienda Física,3,400,250
1215,2022-12-13,Monitor 27",Electrónica,Mayorista,1,300,200
1216,2022-12-13,Teclado Mecánico,Accesorios,Tienda Física,2,100,50
1217,2022-12-13,Silla Ergonómica,Mobiliario,Mayorista,4,250,150
1218,2022-12-13,Laptop Pro,Electrónica,Tienda Física,3,1200,900
1219,2022-12-14,Escritorio,Mobiliario,Online,4,400,250
1220,2022-12-14,Silla Ergonómica,Mobiliario,Mayorista,4,250,150
1221,2022-12-14,Monitor 27",Electrónica,Online,3,300,200
1222,2022-12-14,Escritorio,Mobiliario,Tienda Física,1,400,250
1223,2022-12-15,Mouse Inalámbrico,Accesorios,Online,1,50,20
1224,2022-12-15,Mouse Inalámbrico,Accesorios,Tienda Física,3,50,20
1225,2022-12-15,Teclado Mecánico,Accesorios,Tienda Física,2,100,50
1226,2022-12-15,Teclado Mecánico,Accesorios,Mayorista,1,100,50
1227,2022-12-15,Monitor 27",Electrónica,Tienda Física,4,300,200
1228,2022-12-15,Escritorio,Mobiliario,Online,2,400,250
1229,2022-12-15,Laptop Pro,Electrónica,Mayorista,4,1200,900
1230,2022-12-15,Silla Ergonómica,Mobiliario,Online,3,250,150
1231,2022-12-15,Silla Ergonómica,Mobiliario,Tienda Física,2,250,150
1232,2022-12-15,Mouse Inalámbrico,Accesorios,Tienda Física,4,50,20
1233,2022-12-16,Escritorio,Mobiliario,Tienda Física,2,400,250
1234,2022-12-16,Teclado Mecánico,Accesorios,Online,4,100,50
1235,2022-12-16,Monitor 27",Electrónica,Tienda Física,3,300,200
1236,2022-12-16,Laptop Pro,Electrónica,Tienda Física,3,1200,900
1237,2022-12-16,Mouse Inalámbrico,Accesorios,Online,4,50,20
1238,2022-12-16,Laptop Pro,Electrónica,Tienda Física,3,1200,900
1239,2022-12-16,Mouse Inalámbrico,Accesorios,Mayorista,4,50,20
1240,2022-12-16,Mouse Inalámbrico,Accesorios,Online,4,50,20
1241,2022-12-16,Laptop Pro,Electrónica,Tienda Física,1,1200,900
1242,2022-12-16,Teclado Mecánico,Accesorios,Tienda Física,3,100,50
1243,2022-12-17,Silla Ergonómica,Mobiliario,Mayorista,2,250,150
1244,2022-12-17,Mouse Inalámbrico,Accesorios,Mayorista,4,50,20
1245,2022-12-17,Monitor 27",Electrónica,Mayorista,3,300,200
1246,2022-12-17,Silla Ergonómica,Mobiliario,Online,3,250,150
1247,2022-12-17,Teclado Mecánico,Accesorios,Online,4,100,50
1248,2022-12-17,Laptop Pro,Electrónica,Online,3,1200,900
1249,2022-12-18,Silla Ergonómica,Mobiliario,Tienda Física,1,250,150
1250,2022-12-18,Teclado Mecánico,Accesorios,Tienda Física,3,100,50
1251,2022-12-18,Escritorio,Mobiliario,Online,1,400,250
1252,2022-12-18,Escritorio,Mobiliario,Tienda Física,2,400,250
1253,2022-12-18,Silla Ergonómica,Mobiliario,Mayorista,1,250,150
1254,2022-12-18,Escritorio,Mobiliario,Online,3,400,250
1255,2022-12-18,Laptop Pro,Electrónica,Tienda Física,1,1200,900
1256,2022-12-18,Teclado Mecánico,Accesorios,Tienda Física,1,100,50
1257,2022-12-19,Laptop Pro,Electrónica,Mayorista,4,1200,900
1258,2022-12-19,Mouse Inalámbrico,Accesorios,Tienda Física,2,50,20
1259,2022-12-19,Escritorio,Mobiliario,Online,1,400,250
1260,2022-12-19,Escritorio,Mobiliario,Tienda Física,3,400,250
1261,2022-12-19,Escritorio,Mobiliario,Online,4,400,250
1262,2022-12-19,Mouse Inalámbrico,Accesorios,Online,4,50,20
1263,2022-12-19,Monitor 27",Electrónica,Mayorista,2,300,200
1264,2022-12-19,Silla Ergonómica,Mobiliario,Mayorista,3,250,150
1265,2022-12-20,Laptop Pro,Electrónica,Online,4,1200,900
1266,2022-12-20,Laptop Pro,Electrónica,Mayorista,3,1200,900
1267,2022-12-21,Silla Ergonómica,Mobiliario,Online,3,250,150
1268,2022-12-21,Mouse Inalámbrico,Accesorios,Mayorista,3,50,20
1269,2022-12-21,Laptop Pro,Electrónica,Online,2,1200,900
1270,2022-12-21,Laptop Pro,Electrónica,Online,3,1200,900
1271,2022-12-22,Laptop Pro,Electrónica,Online,4,1200,900
1272,2022-12-22,Monitor 27",Electrónica,Mayorista,4,300,200
1273,2022-12-22,Escritorio,Mobiliario,Tienda Física,4,400,250
1274,2022-12-22,Laptop Pro,Electrónica,Online,2,1200,900
1275,2022-12-22,Silla Ergonómica,Mobiliario,Mayorista,3,250,150
1276,2022-12-22,Silla Ergonómica,Mobiliario,Tienda Física,2,250,150
1277,2022-12-22,Laptop Pro,Electrónica,Online,4,1200,900
1278,2022-12-22,Monitor 27",Electrónica,Tienda Física,2,300,200
1279,2022-12-22,Teclado Mecánico,Accesorios,Tienda Física,4,100,50
1280,2022-12-22,Mouse Inalámbrico,Accesorios,Online,1,50,20
1281,2022-12-23,Monitor 27",Electrónica,Online,1,300,200
1282,2022-12-23,Teclado Mecánico,Accesorios,Tienda Física,4,100,50
1283,2022-12-23,Silla Ergonómica,Mobiliario,Tienda Física,3,250,150
1284,2022-12-23,Laptop Pro,Electrónica,Online,1,1200,900
1285,2022-12-23,Mouse Inalámbrico,Accesorios,Online,4,50,20
1286,2022-12-23,Escritorio,Mobiliario,Mayorista,3,400,250
1287,2022-12-23,Monitor 27",Electrónica,Online,3,300,200
1288,2022-12-23,Mouse Inalámbrico,Accesorios,Tienda Física,1,50,20
1289,2022-12-24,Laptop Pro,Electrónica,Mayorista,1,1200,900
1290,2022-12-24,Monitor 27",Electrónica,Online,3,300,200
1291,2022-12-24,Monitor 27",Electrónica,Online,4,300,200
1292,2022-12-24,Escritorio,Mobiliario,Mayorista,3,400,250
1293,2022-12-24,Escritorio,Mobiliario,Mayorista,1,400,250
1294,2022-12-24,Escritorio,Mobiliario,Mayorista,3,400,250
1295,2022-12-25,Escritorio,Mobiliario,Mayorista,2,400,250
1296,2022-12-25,Teclado Mecánico,Accesorios,Online,3,100,50
1297,2022-12-25,Monitor 27",Electrónica,Online,3,300,200
1298,2022-12-25,Escritorio,Mobiliario,Mayorista,1,400,250
1299,2022-12-25,Teclado Mecánico,Accesorios,Tienda Física,3,100,50
1300,2022-12-25,Escritorio,Mobiliario,Tienda Física,1,400,250
1301,2022-12-25,Laptop Pro,Electrónica,Mayorista,2,1200,900
1302,2022-12-25,Laptop Pro,Electrónica,Mayorista,4,1200,900
1303,2022-12-25,Monitor 27",Electrónica,Tienda Física,2,300,200
1304,2022-12-25,Silla Ergonómica,Mobiliario,Online,2,250,150
1305,2022-12-26,Mouse Inalámbrico,Accesorios,Tienda Física,2,50,20
1306,2022-12-26,Teclado Mecánico,Accesorios,Tienda Física,2,100,50
1307,2022-12-26,Teclado Mecánico,Accesorios,Mayorista,3,100,50
1308,2022-12-26,Silla Ergonómica,Mobiliario,Tienda Física,1,250,150
1309,2022-12-26,Laptop Pro,Electrónica,Mayorista,4,1200,900
1310,2022-12-26,Silla Ergonómica,Mobiliario,Online,4,250,150
1311,2022-12-26,Mouse Inalámbrico,Accesorios,Online,3,50,20
1312,2022-12-26,Mouse Inalámbrico,Accesorios,Mayorista,2,50,20
1313,2022-12-27,Laptop Pro,Electrónica,Online,4,1200,900
1314,2022-12-27,Silla Ergonómica,Mobiliario,Online,4,250,150
1315,2022-12-27,Teclado Mecánico,Accesorios,Mayorista,3,100,50
1316,2022-12-27,Teclado Mecánico,Accesorios,Tienda Física,3,100,50
1317,2022-12-27,Teclado Mecánico,Accesorios,Mayorista,2,100,50
1318,2022-12-27,Teclado Mecánico,Accesorios,Online,3,100,50
1319,2022-12-27,Laptop Pro,Electrónica,Online,3,1200,900
1320,2022-12-27,Monitor 27",Electrónica,Tienda Física,3,300,200
1321,2022-12-28,Silla Ergonómica,Mobiliario,Online,2,250,150
1322,2022-12-28,Laptop Pro,Electrónica,Tienda Física,2,1200,900
1323,2022-12-28,Escritorio,Mobiliario,Mayorista,2,400,250
1324,2022-12-28,Monitor 27",Electrónica,Mayorista,2,300,200
1325,2022-12-28,Monitor 27",Electrónica,Online,4,300,200
1326,2022-12-28,Mouse Inalámbrico,Accesorios,Mayorista,1,50,20
1327,2022-12-29,Silla Ergonómica,Mobiliario,Tienda Física,3,250,150
1328,2022-12-29,Laptop Pro,Electrónica,Tienda Física,1,1200,900
1329,2022-12-29,Silla Ergonómica,Mobiliario,Mayorista,3,250,150
1330,2022-12-29,Monitor 27",Electrónica,Online,2,300,200
1331,2022-12-29,Mouse Inalámbrico,Accesorios,Tienda Física,4,50,20
1332,2022-12-29,Laptop Pro,Electrónica,Mayorista,2,1200,900
1333,2022-12-29,Monitor 27",Electrónica,Mayorista,3,300,200
1334,2022-12-29,Teclado Mecánico,Accesorios,Mayorista,1,100,50
1335,2022-12-30,Monitor 27",Electrónica,Online,1,300,200
1336,2022-12-30,Silla Ergonómica,Mobiliario,Mayorista,3,250,150
1337,2022-12-30,Escritorio,Mobiliario,Online,2,400,250
1338,2022-12-30,Monitor 27",Electrónica,Online,4,300,200
1339,2022-12-30,Monitor 27",Electrónica,Tienda Física,2,300,200
1340,2022-12-30,Teclado Mecánico,Accesorios,Mayorista,4,100,50
1341,2022-12-30,Escritorio,Mobiliario,Tienda Física,1,400,250
1342,2022-12-30,Monitor 27",Electrónica,Mayorista,1,300,200
1343,2022-12-31,Laptop Pro,Electrónica,Mayorista,2,1200,900
1344,2022-12-31,Teclado Mecánico,Accesorios,Tienda Física,4,100,50
1345,2022-12-31,Laptop Pro,Electrónica,Tienda Física,1,1200,900
1346,2022-12-31,Silla Ergonómica,Mobiliario,Online,1,250,150
1347,2022-12-31,Silla Ergonómica,Mobiliario,Online,2,250,150
1348,2022-12-31,Monitor 27",Electrónica,Online,1,300,200
1349,2022-12-31,Escritorio,Mobiliario,Tienda Física,1,400,250
1350,2022-12-31,Silla Ergonómica,Mobiliario,Online,3,250,150
1351,2023-01-01,Mouse Inalámbrico,Accesorios,Online,3,50,20
1352,2023-01-01,Laptop Pro,Electrónica,Mayorista,3,1200,900
1353,2023-01-01,Teclado Mecánico,Accesorios,Online,4,100,50
1354,2023-01-02,Silla Ergonómica,Mobiliario,Online,2,250,150
1355,2023-01-02,Escritorio,Mobiliario,Tienda Física,4,400,250
1356,2023-01-02,Laptop Pro,Electrónica,Online,3,1200,900
1357,2023-01-02,Teclado Mecánico,Accesorios,Tienda Física,1,100,50
1358,2023-01-02,Mouse Inalámbrico,Accesorios,Tienda Física,4,50,20
1359,2023-01-03,Silla Ergonómica,Mobiliario,Online,2,250,150
1360,2023-01-04,Laptop Pro,Electrónica,Mayorista,3,1200,900
1361,2023-01-04,Teclado Mecánico,Accesorios,Tienda Física,3,100,50
1362,2023-01-04,Mouse Inalámbrico,Accesorios,Online,1,50,20
1363,2023-01-04,Laptop Pro,Electrónica,Mayorista,2,1200,900
1364,2023-01-04,Teclado Mecánico,Accesorios,Online,1,100,50
1365,2023-01-05,Mouse Inalámbrico,Accesorios,Mayorista,1,50,20
1366,2023-01-05,Mouse Inalámbrico,Accesorios,Mayorista,3,50,20
1367,2023-01-06,Mouse Inalámbrico,Accesorios,Tienda Física,1,50,20
1368,2023-01-06,Silla Ergonómica,Mobiliario,Tienda Física,3,250,150
1369,2023-01-06,Monitor 27",Electrónica,Online,1,300,200
1370,2023-01-06,Laptop Pro,Electrónica,Online,4,1200,900
1371,2023-01-06,Teclado Mecánico,Accesorios,Tienda Física,4,100,50
1372,2023-01-07,Escritorio,Mobiliario,Online,3,400,250
1373,2023-01-08,Monitor 27",Electrónica,Online,2,300,200
1374,2023-01-08,Monitor 27",Electrónica,Online,2,300,200
1375,2023-01-09,Silla Ergonómica,Mobiliario,Online,4,250,150
1376,2023-01-09,Escritorio,Mobiliario,Online,3,400,250
1377,2023-01-09,Teclado Mecánico,Accesorios,Tienda Física,1,100,50
1378,2023-01-10,Silla Ergonómica,Mobiliario,Online,1,250,150
1379,2023-01-10,Teclado Mecánico,Accesorios,Mayorista,2,100,50
1380,2023-01-10,Silla Ergonómica,Mobiliario,Mayorista,2,250,150
1381,2023-01-10,Mouse Inalámbrico,Accesorios,Online,3,50,20
1382,2023-01-11,Laptop Pro,Electrónica,Tienda Física,4,1200,900
1383,2023-01-11,Teclado Mecánico,Accesorios,Online,4,100,50
1384,2023-01-12,Escritorio,Mobiliario,Mayorista,3,400,250
1385,2023-01-12,Mouse Inalámbrico,Accesorios,Tienda Física,4,50,20
1386,2023-01-12,Laptop Pro,Electrónica,Mayorista,3,1200,900
1387,2023-01-12,Mouse Inalámbrico,Accesorios,Online,2,50,20
1388,2023-01-13,Mouse Inalámbrico,Accesorios,Mayorista,2,50,20
1389,2023-01-13,Teclado Mecánico,Accesorios,Online,1,100,50
1390,2023-01-13,Teclado Mecánico,Accesorios,Tienda Física,3,100,50
1391,2023-01-13,Laptop Pro,Electrónica,Online,4,1200,900
1392,2023-01-13,Silla Ergonómica,Mobiliario,Mayorista,1,250,150
1393,2023-01-14,Monitor 27",Electrónica,Tienda Física,2,300,200
1394,2023-01-14,Monitor 27",Electrónica,Mayorista,2,300,200
1395,2023-01-14,Silla Ergonómica,Mobiliario,Tienda Física,3,250,150
1396,2023-01-15,Monitor 27",Electrónica,Tienda Física,2,300,200
1397,2023-01-15,Mouse Inalámbrico,Accesorios,Online,1,50,20
1398,2023-01-16,Escritorio,Mobiliario,Online,4,400,250
1399,2023-01-16,Laptop Pro,Electrónica,Online,4,1200,900
1400,2023-01-16,Escritorio,Mobiliario,Mayorista,4,400,250
1401,2023-01-16,Laptop Pro,Electrónica,Mayorista,2,1200,900
1402,2023-01-17,Escritorio,Mobiliario,Online,2,400,250
1403,2023-01-17,Monitor 27",Electrónica,Online,3,300,200
1404,2023-01-17,Escritorio,Mobiliario,Tienda Física,1,400,250
1405,2023-01-17,Laptop Pro,Electrónica,Mayorista,1,1200,900
1406,2023-01-17,Escritorio,Mobiliario,Mayorista,3,400,250
1407,2023-01-18,Monitor 27",Electrónica,Online,2,300,200
1408,2023-01-18,Silla Ergonómica,Mobiliario,Mayorista,1,250,150
1409,2023-01-19,Mouse Inalámbrico,Accesorios,Online,3,50,20
1410,2023-01-19,Escritorio,Mobiliario,Online,1,400,250
1411,2023-01-19,Silla Ergonómica,Mobiliario,Mayorista,3,250,150
1412,2023-01-19,Laptop Pro,Electrónica,Tienda Física,2,1200,900
1413,2023-01-20,Escritorio,Mobiliario,Tienda Física,3,400,250
1414,2023-01-20,Teclado Mecánico,Accesorios,Tienda Física,4,100,50
1415,2023-01-20,Laptop Pro,Electrónica,Tienda Física,4,1200,900
1416,2023-01-20,Laptop Pro,Electrónica,Online,3,1200,900
1417,2023-01-20,Monitor 27",Electrónica,Online,3,300,200
1418,2023-01-21,Silla Ergonómica,Mobiliario,Tienda Física,3,250,150
1419,2023-01-21,Escritorio,Mobiliario,Online,1,400,250
1420,2023-01-21,Mouse Inalámbrico,Accesorios,Mayorista,3,50,20
1421,2023-01-21,Escritorio,Mobiliario,Mayorista,1,400,250
1422,2023-01-22,Mouse Inalámbrico,Accesorios,Tienda Física,3,50,20
1423,2023-01-22,Silla Ergonómica,Mobiliario,Tienda Física,2,250,150
1424,2023-01-22,Mouse Inalámbrico,Accesorios,Online,2,50,20
1425,2023-01-23,Teclado Mecánico,Accesorios,Online,3,100,50
1426,2023-01-23,Silla Ergonómica,Mobiliario,Online,4,250,150
1427,2023-01-23,Teclado Mecánico,Accesorios,Mayorista,1,100,50
1428,2023-01-23,Silla Ergonómica,Mobiliario,Mayorista,4,250,150
1429,2023-01-24,Monitor 27",Electrónica,Mayorista,1,300,200
1430,2023-01-24,Monitor 27",Electrónica,Online,4,300,200
1431,2023-01-24,Laptop Pro,Electrónica,Online,2,1200,900
1432,2023-01-24,Laptop Pro,Electrónica,Online,3,1200,900
1433,2023-01-24,Monitor 27",Electrónica,Mayorista,4,300,200
1434,2023-01-25,Monitor 27",Electrónica,Mayorista,3,300,200
1435,2023-01-25,Escritorio,Mobiliario,Tienda Física,3,400,250
1436,2023-01-26,Laptop Pro,Electrónica,Online,1,1200,900
1437,2023-01-26,Mouse Inalámbrico,Accesorios,Tienda Física,2,50,20
1438,2023-01-26,Monitor 27",Electrónica,Tienda Física,1,300,200
1439,2023-01-26,Monitor 27",Electrónica,Tienda Física,2,300,200
1440,2023-01-26,Silla Ergonómica,Mobiliario,Mayorista,2,250,150
1441,2023-01-27,Mouse Inalámbrico,Accesorios,Tienda Física,3,50,20
1442,2023-01-28,Laptop Pro,Electrónica,Tienda Física,4,1200,900
1443,2023-01-28,Escritorio,Mobiliario,Online,4,400,250
1444,2023-01-28,Mouse Inalámbrico,Accesorios,Mayorista,1,50,20
1445,2023-01-29,Laptop Pro,Electrónica,Tienda Física,2,1200,900
1446,2023-01-29,Silla Ergonómica,Mobiliario,Mayorista,4,250,150
1447,2023-01-29,Escritorio,Mobiliario,Mayorista,1,400,250
1448,2023-01-29,Laptop Pro,Electrónica,Mayorista,4,1200,900
1449,2023-01-29,Mouse Inalámbrico,Accesorios,Online,3,50,20
1450,2023-01-30,Laptop Pro,Electrónica,Tienda Física,3,1200,900
1451,2023-01-30,Escritorio,Mobiliario,Mayorista,3,400,250
1452,2023-01-30,Silla Ergonómica,Mobiliario,Mayorista,3,250,150
1453,2023-01-31,Mouse Inalámbrico,Accesorios,Tienda Física,1,50,20
1454,2023-01-31,Monitor 27",Electrónica,Mayorista,3,300,200
1455,2023-02-01,Teclado Mecánico,Accesorios,Tienda Física,4,100,50
1456,2023-02-01,Laptop Pro,Electrónica,Tienda Física,2,1200,900
1457,2023-02-02,Mouse Inalámbrico,Accesorios,Tienda Física,4,50,20
1458,2023-02-02,Teclado Mecánico,Accesorios,Mayorista,4,100,50
1459,2023-02-02,Silla Ergonómica,Mobiliario,Tienda Física,4,250,150
1460,2023-02-02,Monitor 27",Electrónica,Online,3,300,200
1461,2023-02-02,Teclado Mecánico,Accesorios,Tienda Física,2,100,50
1462,2023-02-03,Escritorio,Mobiliario,Mayorista,2,400,250
1463,2023-02-03,Monitor 27",Electrónica,Tienda Física,4,300,200
1464,2023-02-03,Mouse Inalámbrico,Accesorios,Mayorista,2,50,20
1465,2023-02-04,Silla Ergonómica,Mobiliario,Mayorista,1,250,150
1466,2023-02-04,Mouse Inalámbrico,Accesorios,Tienda Física,1,50,20
1467,2023-02-04,Teclado Mecánico,Accesorios,Online,4,100,50
1468,2023-02-04,Laptop Pro,Electrónica,Online,2,1200,900
1469,2023-02-04,Silla Ergonómica,Mobiliario,Mayorista,1,250,150
1470,2023-02-05,Mouse Inalámbrico,Accesorios,Online,4,50,20
1471,2023-02-05,Teclado Mecánico,Accesorios,Online,3,100,50
1472,2023-02-05,Escritorio,Mobiliario,Tienda Física,2,400,250
1473,2023-02-05,Monitor 27",Electrónica,Online,3,300,200
1474,2023-02-05,Silla Ergonómica,Mobiliario,Online,1,250,150
1475,2023-02-06,Mouse Inalámbrico,Accesorios,Online,2,50,20
1476,2023-02-07,Laptop Pro,Electrónica,Mayorista,2,1200,900
1477,2023-02-07,Teclado Mecánico,Accesorios,Online,4,100,50
1478,2023-02-07,Mouse Inalámbrico,Accesorios,Mayorista,2,50,20
1479,2023-02-07,Teclado Mecánico,Accesorios,Tienda Física,1,100,50
1480,2023-02-08,Teclado Mecánico,Accesorios,Online,1,100,50
1481,2023-02-08,Mouse Inalámbrico,Accesorios,Online,4,50,20
1482,2023-02-08,Teclado Mecánico,Accesorios,Tienda Física,3,100,50
1483,2023-02-08,Laptop Pro,Electrónica,Online,2,1200,900
1484,2023-02-08,Escritorio,Mobiliario,Mayorista,3,400,250
1485,2023-02-09,Silla Ergonómica,Mobiliario,Tienda Física,3,250,150
1486,2023-02-09,Escritorio,Mobiliario,Tienda Física,1,400,250
1487,2023-02-09,Monitor 27",Electrónica,Tienda Física,1,300,200
1488,2023-02-09,Monitor 27",Electrónica,Online,3,300,200
1489,2023-02-10,Teclado Mecánico,Accesorios,Tienda Física,2,100,50
1490,2023-02-10,Mouse Inalámbrico,Accesorios,Tienda Física,1,50,20
1491,2023-02-10,Mouse Inalámbrico,Accesorios,Mayorista,2,50,20
1492,2023-02-10,Escritorio,Mobiliario,Tienda Física,2,400,250
1493,2023-02-11,Laptop Pro,Electrónica,Online,2,1200,900
1494,2023-02-12,Silla Ergonómica,Mobiliario,Online,2,250,150
1495,2023-02-13,Escritorio,Mobiliario,Mayorista,3,400,250
1496,2023-02-14,Escritorio,Mobiliario,Tienda Física,2,400,250
1497,2023-02-15,Monitor 27",Electrónica,Tienda Física,4,300,200
1498,2023-02-16,Teclado Mecánico,Accesorios,Tienda Física,4,100,50
1499,2023-02-16,Monitor 27",Electrónica,Mayorista,4,300,200
1500,2023-02-16,Mouse Inalámbrico,Accesorios,Tienda Física,3,50,20
1501,2023-02-16,Laptop Pro,Electrónica,Tienda Física,1,1200,900
1502,2023-02-16,Escritorio,Mobiliario,Online,1,400,250
1503,2023-02-17,Laptop Pro,Electrónica,Mayorista,1,1200,900
1504,2023-02-17,Silla Ergonómica,Mobiliario,Mayorista,2,250,150
1505,2023-02-17,Monitor 27",Electrónica,Mayorista,4,300,200
1506,2023-02-17,Silla Ergonómica,Mobiliario,Mayorista,4,250,150
1507,2023-02-18,Laptop Pro,Electrónica,Tienda Física,1,1200,900
1508,2023-02-18,Teclado Mecánico,Accesorios,Online,1,100,50
1509,2023-02-18,Laptop Pro,Electrónica,Tienda Física,1,1200,900
1510,2023-02-18,Laptop Pro,Electrónica,Tienda Física,2,1200,900
1511,2023-02-18,Silla Ergonómica,Mobiliario,Mayorista,2,250,150
1512,2023-02-19,Mouse Inalámbrico,Accesorios,Online,1,50,20
1513,2023-02-19,Escritorio,Mobiliario,Mayorista,3,400,250
1514,2023-02-19,Laptop Pro,Electrónica,Tienda Física,1,1200,900
1515,2023-02-19,Mouse Inalámbrico,Accesorios,Tienda Física,3,50,20
1516,2023-02-19,Mouse Inalámbrico,Accesorios,Online,3,50,20
1517,2023-02-20,Silla Ergonómica,Mobiliario,Tienda Física,1,250,150
1518,2023-02-20,Silla Ergonómica,Mobiliario,Mayorista,1,250,150
1519,2023-02-20,Mouse Inalámbrico,Accesorios,Online,2,50,20
1520,2023-02-20,Mouse Inalámbrico,Accesorios,Online,1,50,20
1521,2023-02-21,Monitor 27",Electrónica,Online,3,300,200
1522,2023-02-21,Laptop Pro,Electrónica,Tienda Física,2,1200,900
1523,2023-02-21,Escritorio,Mobiliario,Tienda Física,3,400,250
1524,2023-02-21,Teclado Mecánico,Accesorios,Online,2,100,50
1525,2023-02-21,Teclado Mecánico,Accesorios,Mayorista,4,100,50
1526,2023-02-22,Silla Ergonómica,Mobiliario,Tienda Física,3,250,150
1527,2023-02-22,Teclado Mecánico,Accesorios,Tienda Física,1,100,50
1528,2023-02-22,Monitor 27",Electrónica,Online,1,300,200
1529,2023-02-22,Mouse Inalámbrico,Accesorios,Mayorista,1,50,20
1530,2023-02-23,Laptop Pro,Electrónica,Mayorista,4,1200,900
1531,2023-02-24,Monitor 27",Electrónica,Tienda Física,1,300,200
1532,2023-02-24,Monitor 27",Electrónica,Tienda Física,2,300,200
1533,2023-02-24,Monitor 27",Electrónica,Online,4,300,200
1534,2023-02-24,Monitor 27",Electrónica,Mayorista,1,300,200
1535,2023-02-24,Silla Ergonómica,Mobiliario,Mayorista,3,250,150
1536,2023-02-25,Mouse Inalámbrico,Accesorios,Mayorista,2,50,20
1537,2023-02-25,Mouse Inalámbrico,Accesorios,Mayorista,4,50,20
1538,2023-02-25,Teclado Mecánico,Accesorios,Online,4,100,50
1539,2023-02-26,Laptop Pro,Electrónica,Online,2,1200,900
1540,2023-02-26,Teclado Mecánico,Accesorios,Mayorista,4,100,50
1541,2023-02-26,Monitor 27",Electrónica,Tienda Física,3,300,200
1542,2023-02-26,Mouse Inalámbrico,Accesorios,Online,1,50,20
1543,2023-02-27,Mouse Inalámbrico,Accesorios,Tienda Física,4,50,20
1544,2023-02-27,Teclado Mecánico,Accesorios,Online,1,100,50
1545,2023-02-27,Teclado Mecánico,Accesorios,Online,1,100,50
1546,2023-02-28,Escritorio,Mobiliario,Tienda Física,3,400,250
1547,2023-02-28,Teclado Mecánico,Accesorios,Online,2,100,50
1548,2023-02-28,Silla Ergonómica,Mobiliario,Mayorista,1,250,150
